tweet_id,favorites,retweet_count
667470559035432960,243,90
667455448082227200,182,56
667453023279554560,296,84
667443425659232256,746,543
667437278097252352,426,223
667435689202614272,295,79
667405339315146752,446,211
667393430834667520,184,52
667369227918143488,350,153
667211855547486208,463,224
667200525029539841,581,245
667192066997374976,364,92
667188689915760640,710,375
667182792070062081,13572,5797
667177989038297088,183,51
667176164155375616,578,431
667174963120574464,233,73
667171260800061440,209,77
667165590075940865,2545,1055
667160273090932737,241,59
667152164079423490,45264,15905
667138269671505920,4344,2051
667119796878725120,317,122
667090893657276420,316,117
667073648344346624,379,112
667070482143944705,79,14
667065535570550784,159,42
667062181243039745,208,49
667044094246576128,174,46
667012601033924608,423,211
666996132027977728,230,84
666983947667116034,2414,915
666837028449972224,764,517
666835007768551424,200,75
666826780179869698,241,87
666817836334096384,483,236
666804364988780544,219,85
666786068205871104,710,455
666781792255496192,363,177
666776908487630848,328,161
666739327293083650,222,61
666701168228331520,406,203
666691418707132416,173,45
666649482315059201,1056,578
666644823164719104,220,76
666454714377183233,486,199
666447344410484738,97,18
666437273139982337,113,42
666435652385423360,158,47
666430724426358785,293,177
666428276349472768,153,76
666421158376562688,294,105
666418789513326592,113,42
666411507551481857,409,295
666407126856765440,99,32
666396247373291520,156,75
666373753744588802,172,83
666362758909284353,721,516
666353288456101888,197,64
666345417576210432,273,128
666337882303524864,180,83
666293911632134144,465,317
666287406224695296,134,60
666273097616637952,160,70
666268910803644416,96,32
666104133288665088,13549,5939
666102155909144576,70,11
666099513787052032,142,58
666094000022159362,154,66
666082916733198337,103,41
666073100786774016,295,145
666071193221509120,135,52
666063827256086533,448,195
666058600524156928,105,53
666057090499244032,268,124
666055525042405380,407,219
666051853826850816,1119,771
666050758794694657,124,51
666049248165822465,96,40
666044226329800704,270,130
666033412701032449,112,41
666029285002620928,120,42
666020888022790149,2394,460
